id,tweet,subtask_a,subtask_b,subtask_c
84999,big boss what happen to ash war iya not good sandra yan anna should have not got voted ash war iya should have been gone what big boss vote for ash war iya so she is save people not voting for her,NOT,,
62016,blame trump that is sad to the good people of puerto rico puerto rico,NOT,,
12129,he is there i think he is not important you are you are important to me,NOT,,
18071,boycotting the national fools league,NOT,,
69791,i always have eddie pick flowers out for me and tell the cashier that he is getting them for me lol,NOT,,
28677,that will not happen as he is only comfortable twit ting from his golden throne or toilet to most of us,OFF,TIN,IND
62515,people who floor cross are opportunistic a holes that deserve all the backlash they are getting she should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates just think how you would feel if you won that role,NOT,,
20500,do i care prohibited pe hope they fold like a cheap table wonder what the spoiled prima donnas do when their huge salaries cannot be made bet it will not be bailed out like gm amp too big to fail banks we are,OFF,TIN,IND
29275,amazing what liberals can dig up when the y are desperate,NOT,,
29267,the only reason ford is receiving any threats is because liberals exposed her when she asked to be anonymous,NOT,,
11849,i am reallly pulling for dom smith to show the mets he belongs here but he always just looks like he is going through the motion s the mets buried him it seems and i am wondering if it is attitude that holds him back,NOT,,
23447,awwww babe i love you and thanks ha ha,NOT,,
52651,post hoc ergo propter hoc your homicide amp gun violence rates have increased steadily over the decades since the st implementation of gun control laws homicides have recently dropped unrelated to any significant gun measure yet police are demanding to be armed,NOT,,
68910,i agree the republicans must not allow this individual to dictate rules and put the country on hold ef her thursday motivation walk away maga pussyhats,NOT,,
85851,is not no pussy good enough to get broke while i am in it,OFF,UNT,
26865,is paid to attack the credibility of anyone who criticizes or accuses trump of wrong doing he is a paid political hitman disguised as a journalist he is a hack,OFF,TIN,IND
98306,she says no you are now sad she then realizes what you might actually mean she slaps you she says no now you are sad and your face hurts,OFF,TIN,IND
77241,he is here for her,NOT,,
78191,are you an ostrich,OFF,TIN,IND
94323,like if alt right dudes we are born in berkeley the y would be antifa,OFF,UNT,
64289,what the fuck,OFF,UNT,
40731,fuck yeah,OFF,UNT,
67598,not one for anything to do with russian collusion which btw is not a crime most b they knew dt the ones who copped out only did so save their ass i am just curious why none of u self righteous ppl had a problem w all hrc amp bo crimes lies spying etc hypocritical i would say,OFF,TIN,GRP
11977,billionaires making donations to democrats do not help advance any left wing causes they simply cause democrats to act in the interest of billionaires just like republicans regardless of the absurd conspiracy theories alex jones and pjw tell liberal s like you,NOT,,
47366,going about it the wrong way,NOT,,
61725,it does,NOT,,
36950,no he didn t he said i am sure there is fine people on both sides do you disagree with that or are you one of those far left people who think all conservatives are racist s antifa is a terror group that uses violence against innocent people who think differently,OFF,UNT,
91855,are you serious man you are an idiot he is the most hateful scum on earth,OFF,TIN,IND
59889,bill you should be silent on gun control and immigrant ion you had years and did nothing do not be a monday morning quarterback now to little to late,OFF,UNT,
20861,never withdraw diane feinstein waited on christine ford lies because dems needed time to scrub the vast amount of for d s anti trump social media rants and coach her to keep her story consistent democrats and liberals are evil and mentally sick confirm kavanaugh,NOT,,
67953,you are so fragile it must be hard to live that way,NOT,,
82688,another domestic violence crime welcome to california one of the most violent states with surprisingly high amounts of gun control laws too bad tbo se people do not have the legal ability to defend themselves,NOT,,
88829,over the next decade cannot she pretend the housing lobby is the dup and give them a billion every year conservatives,NOT,,
76953,well she is a christian face with rolling eyes,NOT,,
21900,i have quit calling them liberals and i just call them socialist democrats,NOT,,
30876,numerous jewish groups have come out and denounced the misuse of as as a tool to smear and bludgeon corbyn you are welcome to google this not all jews agree with you,NOT,,
29535,leave it to cbc to turn a bad story for the libs into a critical piece on the conservatives,NOT,,
56167,liberals judge you guilty even when proven innocent liberals need their own psych ward,NOT,,
83903,he is a disgrace to his party and all he claims to stand for he is not on the side of conservatives he just wants to make a name for himself and anybody s cost,OFF,TIN,IND
17174,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy liberals really are nuts,OFF,TIN,GRP
36808,i agree i guess dems are saying that the y are worried about some october surprise where the fisa docs are released leading up to the election smiling face with smiling eyes united states maga,OFF,TIN,GRP
51090,it should work just fine now,NOT,,
37918,look at anti fa,NOT,,
51230,you have lost your mind that shit is unsanitary af,OFF,UNT,
75052,maga much,NOT,,
