text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
"When I was growing up, I imagined you saying sorry to me all the time... sorry, I wasn't at the football match, sorry I couldn't make your speech day... but this apology, it doesn't mean anything, ‚cause the only bit of me that'd care...you cut that out with a bloody great chisel when you slept with my wife.  So now everything you say, it's all just white noise... ‚cause I don't care... not about you or your family, not about me... nothing.",BRADLEY,"when i was growing up , i imagined you saying sorry to me all the time ... sorry , i was n't at the football match , sorry i could n't make your speech day ... but this apology , it does n't mean anything , ‚cause the only bit of me that 'd care ... you cut that out with a bloody great chisel when you slept with my wife . so now everything you say , it 's all just white noise ... ‚cause i do n't care ... not about you or your family , not about me ... nothing .",growing imagined saying sorry time sorry wasnt football match sorry couldnt make speech day apology doesnt mean anything cause bit thatd care cut bloody great chisel slept wife everything say white noise cause dont care family nothing,"WRB PRP VBD VBG RP , PRP VBD PRP VBG VB TO PRP PDT DT NN . . . NN , PRP VBD RB IN DT NN NN , VBP PRP MD RB VB PRP$ NN NN . . . CC DT NN , PRP VBZ RB VB NN , VB DT JJ NN IN PRP IN MD VB . . . PRP VBD DT RP IN DT JJ JJ NN WRB PRP VBP IN PRP$ NN . RB RB NN PRP VBP , PRP VBZ DT RB JJ NN . . . NN PRP VBP RB VB . . . RB IN PRP CC PRP$ NN , RB IN PRP . . . NN .","When_WRB I_PRP was_VBD growing_VBG up_RP ,_, I_PRP imagined_VBD you_PRP saying_VBG sorry_VB to_TO me_PRP all_PDT the_DT time_NN ._. ._. ._. sorry_NN ,_, I_PRP was_VBD n't_RB at_IN the_DT football_NN match_NN ,_, sorry_VBP I_PRP could_MD n't_RB make_VB your_PRP$ speech_NN day_NN ._. ._. ._. but_CC this_DT apology_NN ,_, it_PRP does_VBZ n't_RB mean_VB anything_NN ,_, ‚cause_VB the_DT only_JJ bit_NN of_IN me_PRP that_IN 'd_MD care_VB ._. ._. ._. you_PRP cut_VBD that_DT out_RP with_IN a_DT bloody_JJ great_JJ chisel_NN when_WRB you_PRP slept_VBP with_IN my_PRP$ wife_NN ._. So_RB now_RB everything_NN you_PRP say_VBP ,_, it_PRP 's_VBZ all_DT just_RB white_JJ noise_NN ._. ._. ._. ‚cause_NN I_PRP do_VBP n't_RB care_VB ._. ._. ._. not_RB about_IN you_PRP or_CC your_PRP$ family_NN ,_, not_RB about_IN me_PRP ._. ._. ._. nothing_NN ._.",43.258426966292134,89,444,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",82,32.0,4
Thanks for letting me know. Most blokes wouldn't have.  You're such a gentleman.,CLARE,thanks for letting me know . most blokes would n't have . you 're such a gentleman .,thanks letting know bloke wouldnt youre gentleman,NNS IN VBG PRP VBP . JJS NNS MD RB VB . PRP VBP PDT DT NN .,Thanks_NNS for_IN letting_VBG me_PRP know_VBP ._. Most_JJS blokes_NNS would_MD n't_RB have_VB ._. You_PRP 're_VBP such_PDT a_DT gentleman_NN ._.,50.0,15,80,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",13,0.0,1
Or maybe you did it.,JACK,or maybe you did it .,maybe,CC RB PRP VBD PRP .,Or_CC maybe_RB you_PRP did_VBD it_PRP ._.,10.0,5,20,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,2.0,0
Look...I know it's been,TANYA,look ... i know it 's been,look know,NNP . . . PRP VBP PRP VBZ VBN,Look_NNP ._. ._. ._. I_PRP know_VBP it_PRP 's_VBZ been_VBN,16.66666666666667,6,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
You thinking now? Any of it hitting home?,TANYA,you thinking now ? any of it hitting home ?,thinking hitting home,PRP VBG RB . DT IN PRP VBG NN .,You_PRP thinking_VBG now_RB ?_. Any_DT of_IN it_PRP hitting_VBG home_NN ?_.,37.5,8,41,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",8,1.0,0
"I mean it, Sean. Our secret.I'm gonna go downstairs. Do breakfast for the girls. While they're busy arguing over the cereal, you can slip out the back, okay?",TANYA,"i mean it , sean . our secret.i 'm gon na go downstairs . do breakfast for the girls . while they 're busy arguing over the cereal , you can slip out the back , okay ?",mean sean secret im gonna go downstairs breakfast girl theyre busy arguing cereal slip back okay,"PRP VBP PRP , NNP . PRP$ JJ . PRP VBP VBG TO VB RB . VB NN IN DT NNS . IN PRP VBP JJ VBG IN DT NN , PRP MD VB RP DT RB , NN .","I_PRP mean_VBP it_PRP ,_, Sean_NNP ._. Our_PRP$ secret_JJ ._. I_PRP 'm_VBP gon_VBG na_TO go_VB downstairs_RB ._. Do_VB breakfast_NN for_IN the_DT girls_NNS ._. While_IN they_PRP 're_VBP busy_JJ arguing_VBG over_IN the_DT cereal_NN ,_, you_PRP can_MD slip_VB out_RP the_DT back_RB ,_, okay_NN ?_.",45.3125,32,157,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",28,4.0,0
Oh look just keep them coming and save the chat for punters alright.,SHIRLEY,oh look just keep them coming and save the chat for punters alright .,oh look keep coming save chat punter alright,UH NN RB VB PRP VBG CC VB DT NN IN NNS RB .,Oh_UH look_NN just_RB keep_VB them_PRP coming_VBG and_CC save_VB the_DT chat_NN for_IN punters_NNS alright_RB ._.,42.30769230769231,13,68,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",13,6.0,0
Professional attitude at all times.,CLARE,professional attitude at all times .,professional attitude time,JJ NN IN DT NNS .,Professional_JJ attitude_NN at_IN all_DT times_NNS ._.,100.0,5,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,10.0,0
No. They want Dawn to do it instead.,HEATHER,no . they want dawn to do it instead .,want dawn instead,DT . PRP VBP NNP TO VB PRP RB .,No_DT ._. They_PRP want_VBP Dawn_NNP to_TO do_VB it_PRP instead_RB ._.,31.25,8,36,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",8,0.0,0
Oi!  Golden Boy.  What have you been saying to Tanya?,MAX,oi ! golden boy . what have you been saying to tanya ?,oi golden boy saying tanya,NN . NNP NNP . WP VBP PRP VBN VBG TO NNP .,Oi_NN !_. Golden_NNP Boy_NNP ._. What_WP have_VBP you_PRP been_VBN saying_VBG to_TO Tanya_NNP ?_.,45.0,10,53,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",10,4.0,0
Easy? That's not my style.,STACEY,easy ? that 's not my style .,easy thats style,NNP . DT VBZ RB PRP$ NN .,Easy_NNP ?_. That_DT 's_VBZ not_RB my_PRP$ style_NN ._.,50.0,6,26,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",5,2.0,0
So I can do this BTEC thingy then yeah? I really want it. I need it.,STACEY,so i can do this btec thingy then yeah ? i really want it . i need it .,btec thingy yeah really want need,IN PRP MD VB DT NNP NN RB RB . PRP RB VBP PRP . PRP VBP PRP .,So_IN I_PRP can_MD do_VB this_DT BTEC_NNP thingy_NN then_RB yeah_RB ?_. I_PRP really_RB want_VBP it_PRP ._. I_PRP need_VBP it_PRP ._.,28.125,16,68,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",16,2.0,0
"It wasn't all for show.   Kids, it's one thing I have got to thank you for.",TANYA,"it was n't all for show . kids , it 's one thing i have got to thank you for .",wasnt show kid one thing got thank,"PRP VBD RB DT IN NN . NNP , PRP VBZ CD NN PRP VBP VBN TO VB PRP IN .","It_PRP was_VBD n't_RB all_DT for_IN show_NN ._. Kids_NNP ,_, it_PRP 's_VBZ one_CD thing_NN I_PRP have_VBP got_VBN to_TO thank_VB you_PRP for_IN ._.",38.888888888888886,18,75,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",16,5.0,1
I'm not going to spell it out for you.,ROXY,i 'm not going to spell it out for you .,im going spell,PRP VBP RB VBG TO VB PRP RP IN PRP .,I_PRP 'm_VBP not_RB going_VBG to_TO spell_VB it_PRP out_RP for_IN you_PRP ._.,20.0,10,38,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",9,4.0,0
"Yeah yeah I can, I'll er, yeah I'll see you then.  Thank you.",IAN,"yeah yeah i can , i 'll er , yeah i 'll see you then . thank you .",yeah yeah ill er yeah ill see thank,"UH NN PRP MD , PRP MD VB , PRP PRP MD VB PRP RB . NNP PRP .","Yeah_UH yeah_NN I_PRP can_MD ,_, I_PRP 'll_MD er_VB ,_, yeah_PRP I_PRP 'll_MD see_VB you_PRP then_RB ._. Thank_NNP you_PRP ._.",23.333333333333332,15,61,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",13,1.0,0
"Oi, oi, oi, oi, oi.  Where you going?",MAX,"oi , oi , oi , oi , oi . where you going ?",oi oi oi oi oi going,"NNP , NN , NN , NN , NN . WRB PRP VBG .","Oi_NNP ,_, oi_NN ,_, oi_NN ,_, oi_NN ,_, oi_NN ._. Where_WRB you_PRP going_VBG ?_.",62.5,8,37,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",8,0.0,0
"The the girl, that was at your house this morning.",STACEY,"the the girl , that was at your house this morning .",girl house morning,"DT DT NN , WDT VBD IN PRP$ NN DT NN .","The_DT the_DT girl_NN ,_, that_WDT was_VBD at_IN your_PRP$ house_NN this_DT morning_NN ._.",80.0,10,50,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",10,4.0,0
"So, that's it? Tonight's done nothing to restore even the tiniest bit of faith?",STEVEN,"so , that 's it ? tonight 's done nothing to restore even the tiniest bit of faith ?",thats tonight done nothing restore even tiny bit faith,"RB , DT VBZ PRP . NNP POS VBN NN TO VB RB DT JJS NN IN NN .","So_RB ,_, that_DT 's_VBZ it_PRP ?_. Tonight_NNP 's_POS done_VBN nothing_NN to_TO restore_VB even_RB the_DT tiniest_JJS bit_NN of_IN faith_NN ?_.",56.25,16,79,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",14,3.0,0
You two selling tickets?What are we going to do about the food?,IAN,you two selling tickets ? what are we going to do about the food ?,two selling ticket going food,PRP CD VBG NNS . WP VBP PRP VBG TO VB IN DT NN .,You_PRP two_CD selling_VBG tickets_NNS ?_. What_WP are_VBP we_PRP going_VBG to_TO do_VB about_IN the_DT food_NN ?_.,38.46153846153846,12,63,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",12,5.0,1
"Don't, Bradley...",STACEY,"do n't , bradley ...",dont bradley,"VBP RB , NNP . . .","Do_VBP n't_RB ,_, Bradley_NNP ._. ._. ._.",33.333333333333336,3,17,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",2,0.0,0
What are you doing back?,TANYA,what are you doing back ?,back,WP VBP PRP VBG RP .,What_WP are_VBP you_PRP doing_VBG back_RP ?_.,10.0,5,24,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",5,0.0,0
You're beautiful.,SEAN,you 're beautiful .,youre beautiful,PRP VBP JJ .,You_PRP 're_VBP beautiful_JJ ._.,33.333333333333336,3,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",2,1.0,0
Lauren?  Lauren..will you..,SEAN,lauren ? lauren..will you..,lauren lauren,NNP . NNP . . MD PRP . .,Lauren_NNP ?_. Lauren_NNP ._. ._. will_MD you_PRP ._. ._.,62.5,4,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",3,13.0,0
Let's get out of here.,SEAN,let 's get out of here .,let get,VB POS VB IN IN RB .,Let_VB 's_POS get_VB out_IN of_IN here_RB ._.,41.66666666666667,6,22,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",5,2.0,0
"It's not going to be quick, that's all.",TANYA,"it 's not going to be quick , that 's all .",going quick thats,"PRP VBZ RB VBG TO VB JJ , WDT VBZ DT .","It_PRP 's_VBZ not_RB going_VBG to_TO be_VB quick_JJ ,_, that_WDT 's_VBZ all_DT ._.",35.0,10,39,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",8,1.0,0
"Why can't I just wear a suit like normal people, please?",MINTY,"why ca n't i just wear a suit like normal people , please ?",cant wear suit like normal people please,"WRB MD RB PRP RB VBP DT NN IN JJ NNS , VB .","Why_WRB ca_MD n't_RB I_PRP just_RB wear_VBP a_DT suit_NN like_IN normal_JJ people_NNS ,_, please_VB ?_.",45.83333333333333,12,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",11,5.0,0
I'll get that ordered.   I tell you what. Why don't you choose something off the room service menu and um...slip into something more comfortable?,IAN,i 'll get that ordered . i tell you what . why do n't you choose something off the room service menu and um ... slip into something more comfortable ?,ill get ordered tell dont choose something room service menu um slip something comfortable,PRP MD VB DT VBD . PRP VBP PRP WP . WRB VBP RB PRP VB NN IN DT NN NN NN CC NN . . . NN IN NN RBR JJ .,I_PRP 'll_MD get_VB that_DT ordered_VBD ._. I_PRP tell_VBP you_PRP what_WP ._. Why_WRB do_VBP n't_RB you_PRP choose_VB something_NN off_IN the_DT room_NN service_NN menu_NN and_CC um_NN ._. ._. ._. slip_NN into_IN something_NN more_RBR comfortable_JJ ?_.,48.14814814814814,27,145,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",24,6.0,0
Well I don't suppose anything from the cafe or the chippy will be right?,JANE,well i do n't suppose anything from the cafe or the chippy will be right ?,well dont suppose anything cafe chippy right,RB PRP VBP RB VB NN IN DT NN CC DT JJ MD VB RB .,Well_RB I_PRP do_VBP n't_RB suppose_VB anything_NN from_IN the_DT cafe_NN or_CC the_DT chippy_JJ will_MD be_VB right_RB ?_.,46.666666666666664,15,72,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",14,6.0,0
"Those things...All those things They're what's important. I know. I know it really; Being a kid, having your own bedroom and liking double art and...  Being able to call in on your Dad...",TANYA,"those things ... all those things they 're what 's important . i know . i know it really ; being a kid , having your own bedroom and liking double art and ... being able to call in on your dad ...",thing thing theyre whats important know know really kid bedroom liking double art able call dad,"DT NNS . . . PDT DT NNS PRP VBP WP VBZ JJ . PRP VBP . PRP VBP PRP RB : VBG DT NN , VBG PRP$ JJ NN CC VBG JJ NN CC . . . VBG JJ TO VB IN IN PRP$ NNP . . .","Those_DT things_NNS ._. ._. ._. All_PDT those_DT things_NNS They_PRP 're_VBP what_WP 's_VBZ important_JJ ._. I_PRP know_VBP ._. I_PRP know_VBP it_PRP really_RB ;_: Being_VBG a_DT kid_NN ,_, having_VBG your_PRP$ own_JJ bedroom_NN and_CC liking_VBG double_JJ art_NN and_CC ._. ._. ._. Being_VBG able_JJ to_TO call_VB in_IN on_IN your_PRP$ Dad_NNP ._. ._. ._.",48.611111111111114,36,187,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",33,7.0,0
No. I can't abandon Hazel. Not in her hour of need.,HEATHER,no . i ca n't abandon hazel . not in her hour of need .,cant abandon hazel hour need,DT . PRP MD RB VB NNP . RB IN PRP$ NN IN NN .,No_DT ._. I_PRP ca_MD n't_RB abandon_VB Hazel_NNP ._. Not_RB in_IN her_PRP$ hour_NN of_IN need_NN ._.,54.16666666666667,12,51,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",11,0.0,0
I dunno...why?,GARRY,i dunno ... why ?,dunno,PRP VBP . . . WRB .,I_PRP dunno_VBP ._. ._. ._. why_WRB ?_.,7.105427357601002e-15,3,14,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
"Well, she ain't going to think that.  We're cousins.",ROXY,"well , she ai n't going to think that . we 're cousins .",well aint going think cousin,"RB , PRP VBP RB VBG TO VB IN . PRP VBP NNS .","Well_RB ,_, she_PRP ai_VBP n't_RB going_VBG to_TO think_VB that_IN ._. We_PRP 're_VBP cousins_NNS ._.",22.727272727272727,11,52,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,4.0,0
"Aw, what is this?",SHIRLEY,"aw , what is this ?",aw,"NNP , WP VBZ DT .","Aw_NNP ,_, what_WP is_VBZ this_DT ?_.",50.0,4,17,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",4,0.0,0
You said you wouldn't. Wouldn't what?,MAX,you said you would n't . would n't what ?,said wouldnt wouldnt,PRP VBD PRP MD RB . VB RB WP .,You_PRP said_VBD you_PRP would_MD n't_RB ._. Would_VB n't_RB what_WP ?_.,6.25,8,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,2.0,1
"I can't leave Walford, I;ve got things here.... my mum ... I've got a market stall.",STACEY,"i ca n't leave walford , i ; ve got things here ... . my mum ... i 've got a market stall .",cant leave walford got thing mum ive got market stall,"PRP MD RB VB NNP , PRP : NNS VBD NNS RB . . . . PRP$ NN . . . PRP VBP VBD DT NN NN .","I_PRP ca_MD n't_RB leave_VB Walford_NNP ,_, I_PRP ;_: ve_NNS got_VBD things_NNS here_RB ._. ._. ._. ._. my_PRP$ mum_NN ._. ._. ._. I_PRP 've_VBP got_VBD a_DT market_NN stall_NN ._.",41.666666666666664,17,83,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,2.0,0
"Sorry I can't leave,  I love him.  I swear.",STACEY,"sorry i ca n't leave , i love him . i swear .",sorry cant leave love swear,"NNP PRP MD RB VB , PRP VBP PRP . PRP VBP .","Sorry_NNP I_PRP ca_MD n't_RB leave_VB ,_, I_PRP love_VBP him_PRP ._. I_PRP swear_VBP ._.",15.0,10,43,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",9,4.0,0
"Nothing. I can't even hold my own child, my own baby boy'cause every time I do all is see is you.",TANYA,"nothing . i ca n't even hold my own child , my own baby boy'cause every time i do all is see is you .",nothing cant even hold child baby boycause every time see,"NN . PRP MD RB RB VB PRP$ JJ NN , PRP$ JJ NN IN DT NN PRP VBP DT VBZ VBN VBZ PRP .","Nothing_NN ._. I_PRP ca_MD n't_RB even_RB hold_VB my_PRP$ own_JJ child_NN ,_, my_PRP$ own_JJ baby_NN boy'cause_IN every_DT time_NN I_PRP do_VBP all_DT is_VBZ see_VBN is_VBZ you_PRP ._.",43.18181818181819,23,97,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",21,7.0,0
"Oi, come on, get out of it. Come on you, you filthy mutt ain't ya. Mmm.",PHIL,"oi , come on , get out of it . come on you , you filthy mutt ai n't ya . mmm .",oi come get come filthy mutt aint ya mmm,"NNP , VB IN , VB IN IN PRP . VB IN PRP , PRP VBP NNS VBP RB RB . NNP .","Oi_NNP ,_, come_VB on_IN ,_, get_VB out_IN of_IN it_PRP ._. Come_VB on_IN you_PRP ,_, you_PRP filthy_VBP mutt_NNS ai_VBP n't_RB ya_RB ._. Mmm_NNP ._.",41.17647058823529,17,71,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",16,0.0,0
"No, I do not.",TANYA,"no , i do not .",,"DT , PRP VBP RB .","No_DT ,_, I_PRP do_VBP not_RB ._.",25.0,4,13,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
"Yeah. I ain't gonna sign nothing, I won't need to.",MAX,"yeah . i ai n't gon na sign nothing , i wo n't need to .",yeah aint gonna sign nothing wont need,"UH . PRP VBP RB VB TO VB NN , PRP MD RB VB TO .","Yeah_UH ._. I_PRP ai_VBP n't_RB gon_VB na_TO sign_VB nothing_NN ,_, I_PRP wo_MD n't_RB need_VB to_TO ._.",19.230769230769234,13,50,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,4.0,0
Let me guess. Drop dead?,ROXY,let me guess . drop dead ?,let guess drop dead,VB PRP VB . NNP VBD .,Let_VB me_PRP guess_VB ._. Drop_NNP dead_VBD ?_.,20.0,5,24,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",5,0.0,0
But you like putting that thought in my head.  Don't you?,JACK,but you like putting that thought in my head . do n't you ?,like putting thought head dont,CC PRP VBP VBG DT NN IN PRP$ NN . VBP RB PRP .,But_CC you_PRP like_VBP putting_VBG that_DT thought_NN in_IN my_PRP$ head_NN ._. Do_VBP n't_RB you_PRP ?_.,37.5,12,57,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",11,4.0,0
Oh he had to be somewhere.,HEATHER,oh he had to be somewhere .,oh somewhere,IN PRP VBD TO VB RB .,Oh_IN he_PRP had_VBD to_TO be_VB somewhere_RB ._.,25.000000000000004,6,26,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",6,1.0,0
Don't even have time to brush my own teeth at the moment.  Ssshhh... .,TANYA,do n't even have time to brush my own teeth at the moment . ssshhh ... .,dont even time brush teeth moment ssshhh,VBP RB RB VB NN TO VB PRP$ JJ NN IN DT NN . NNP . . . .,Do_VBP n't_RB even_RB have_VB time_NN to_TO brush_VB my_PRP$ own_JJ teeth_NN at_IN the_DT moment_NN ._. Ssshhh_NNP ._. ._. ._. ._.,53.57142857142857,14,70,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",13,6.0,1
"Garry, what you on about?",JANE,"garry , what you on about ?",garry,"NNP , WP PRP IN IN .","Garry_NNP ,_, what_WP you_PRP on_IN about_IN ?_.",60.0,5,25,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",5,1.0,0
I'm really sorry love.,IAN,i 'm really sorry love .,im really sorry love,PRP VBP RB JJ NN .,I_PRP 'm_VBP really_RB sorry_JJ love_NN ._.,40.0,5,22,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,2.0,0
I am being honest ... about what I feel?,TANYA,i am being honest ... about what i feel ?,honest feel,PRP VBP VBG NN . . . IN WP PRP VBP .,I_PRP am_VBP being_VBG honest_NN ._. ._. ._. about_IN what_WP I_PRP feel_VBP ?_.,25.0,8,40,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",8,4.0,0
He don't own you.  I do.,PHIL,he do n't own you . i do .,dont,PRP VBP RB VB PRP . PRP VBP .,He_PRP do_VBP n't_RB own_VB you_PRP ._. I_PRP do_VBP ._.,0.0,7,24,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,1.0,0
Then what're you doing here?,TANYA,then what 're you doing here ?,whatre,RB WP VBP PRP VBG RB .,Then_RB what_WP 're_VBP you_PRP doing_VBG here_RB ?_.,7.105427357601002e-15,6,28,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,4.0,0
Why are you really here Sean?,TANYA,why are you really here sean ?,really sean,WRB VBP PRP RB RB NNP .,Why_WRB are_VBP you_PRP really_RB here_RB Sean_NNP ?_.,16.66666666666667,6,29,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",6,3.0,0
Carly? I know you're in there!...,SHIRLEY,carly ? i know you 're in there ! ...,carly know youre,RB . PRP VBP PRP VBP IN RB . . . .,Carly_RB ?_. I_PRP know_VBP you_PRP 're_VBP in_IN there_RB !_. ._. ._. ._.,14.285714285714292,7,33,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",6,1.0,0
"No. You talked, I listened.",BRADLEY,"no . you talked , i listened .",talked listened,"DT . PRP VBD , PRP VBD .","No_DT ._. You_PRP talked_VBD ,_, I_PRP listened_VBD ._.",20.0,5,27,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
"Look, I'm trying to do this.    Here, what are you eating?    He can't eat crisps.",IAN,"look , i 'm trying to do this . here , what are you eating ? he ca n't eat crisps .",look im trying eating cant eat crisp,"NNP , PRP VBP VBG TO VB DT . RB , WP VBP PRP VBG . PRP MD RB VB NN .","Look_NNP ,_, I_PRP 'm_VBP trying_VBG to_TO do_VB this_DT ._. Here_RB ,_, what_WP are_VBP you_PRP eating_VBG ?_. He_PRP ca_MD n't_RB eat_VB crisps_NN ._.",23.529411764705877,17,82,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,6.0,0
Anyway I thought you were gonna let things lie for a couple of days?,MINTY,anyway i thought you were gon na let things lie for a couple of days ?,anyway thought gonna let thing lie couple day,RB PRP VBD PRP VBD VBG TO VB NNS VB IN DT NN IN NNS .,Anyway_RB I_PRP thought_VBD you_PRP were_VBD gon_VBG na_TO let_VB things_NNS lie_VB for_IN a_DT couple_NN of_IN days_NNS ?_.,43.333333333333336,15,68,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",14,5.0,0
As it happens.,MAX,as it happens .,happens,IN PRP VBZ .,As_IN it_PRP happens_VBZ ._.,33.333333333333336,3,14,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
Yeah well that's what partnership's all about? What's your problem?,IAN,yeah well that 's what partnership 's all about ? what 's your problem ?,yeah well thats partnership whats problem,RB RB DT VBZ WP NN POS DT IN . WP VBZ PRP$ NN .,Yeah_RB well_RB that_DT 's_VBZ what_WP partnership_NN 's_POS all_DT about_IN ?_. What_WP 's_VBZ your_PRP$ problem_NN ?_.,42.30769230769231,13,67,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",10,2.0,0
"Yeah well, you live and learn, eh?  Drink up, I'll get another one in.",STACEY,"yeah well , you live and learn , eh ? drink up , i 'll get another one in .",yeah well live learn eh drink ill get another one,"RB RB , PRP VBP CC VBP , FW . NNP IN , PRP MD VB DT CD IN .","Yeah_RB well_RB ,_, you_PRP live_VBP and_CC learn_VBP ,_, eh_FW ?_. Drink_NNP up_IN ,_, I_PRP 'll_MD get_VB another_DT one_CD in_IN ._.",40.0,15,70,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",14,3.0,0
Don't talk to her like that.,STEVEN,do n't talk to her like that .,dont talk like,VBP RB VB TO PRP$ IN DT .,Do_VBP n't_RB talk_VB to_TO her_PRP$ like_IN that_DT ._.,35.714285714285715,7,28,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",6,0.0,0
